lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL
alloggiare,alloddʒ'are,alloddʒ'ando,alloddʒ'ante,alloddʒ'anti,alloddʒ'ato,alloddʒ'ata,alloddʒ'ati,alloddʒ'ate,all'oddʒa,alloddʒ'amo,alloddʒ'ate,all'oddʒo,all'oddʒi,all'oddʒa,alloddʒ'amo,alloddʒ'ate,all'oddʒano,all'oddʒi,all'oddʒi,all'oddʒi,alloddʒ'amo,alloddʒ'ate,all'oddʒino,alloddʒ'avo,alloddʒ'avi,alloddʒ'ava,alloddʒav'amo,alloddʒav'ate,alloddʒ'avano,alloddʒ'assi,alloddʒ'assi,alloddʒ'asse,alloddʒ'assimo,alloddʒ'aste,alloddʒ'assero,alloddʒ'ai,alloddʒ'asti,alloddʒ'o,alloddʒ'ammo,alloddʒ'aste,alloddʒ'arono,alloddʒer'o,alloddʒer'ai,alloddʒer'a,alloddʒer'emo,alloddʒer'ete,alloddʒer'anno,alloddʒer'ei,alloddʒer'esti,alloddʒer'ebbe,alloddʒer'emmo,alloddʒer'este,alloddʒer'ebbero
compensare,kompens'are,kompens'ando,kompens'ante,kompens'anti,kompens'ato,kompens'ata,kompens'ati,kompens'ate,komp'ensa,kompensj'amo,kompens'ate,komp'enso,komp'ensi,komp'ensa,kompensj'amo,kompens'ate,komp'ensano,komp'ensi,komp'ensi,komp'ensi,kompensj'amo,kompensj'ate,komp'ensino,kompens'avo,kompens'avi,kompens'ava,kompensav'amo,kompensav'ate,kompens'avano,kompens'assi,kompens'assi,kompens'asse,kompens'assimo,kompens'aste,kompens'assero,kompens'ai,kompens'asti,kompens'o,kompens'ammo,kompens'aste,kompens'arono,kompenser'o,kompenser'ai,kompenser'a,kompenser'emo,kompenser'ete,kompenser'anno,kompenser'ei,kompenser'esti,kompenser'ebbe,kompenser'emmo,kompenser'este,kompenser'ebbero
discendere,diʃʃ'endere,diʃʃend'endo,diʃʃend'ente,diʃʃend'enti,diʃʃ'ezo,diʃʃ'eza,diʃʃ'ezi,diʃʃ'eze,diʃʃ'endi,diʃʃendj'amo,diʃʃend'ete,diʃʃ'endo,diʃʃ'endi,diʃʃ'ende,diʃʃendj'amo,diʃʃend'ete,diʃʃ'endono,diʃʃ'enda,diʃʃ'enda,diʃʃ'enda,diʃʃendj'amo,diʃʃendj'ate,diʃʃ'endano,diʃʃend'evo,diʃʃend'evi,diʃʃend'eva,diʃʃendev'amo,diʃʃendev'ate,diʃʃend'evano,diʃʃend'essi,diʃʃend'essi,diʃʃend'esse,diʃʃend'essimo,diʃʃend'este,diʃʃend'essero,diʃʃ'ezi,diʃʃend'esti,diʃʃ'eze,diʃʃend'emmo,diʃʃend'este,diʃʃ'ezero,diʃʃender'o,diʃʃender'ai,diʃʃender'a,diʃʃender'emo,diʃʃender'ete,diʃʃender'anno,diʃʃender'ei,diʃʃender'esti,diʃʃender'ebbe,diʃʃender'emmo,diʃʃender'este,diʃʃender'ebbero
distrarre,distr'arre,distra'endo,distra'ente,distra'enti,distr'atto,distr'atta,distr'atti,distr'atte,distr'ai,distraj'amo,distra'ete,distr'aggo,distr'ai,distr'ae,distraj'amo,distra'ete,distr'aggono,distr'agga,distr'agga,distr'agga,distraj'amo,distraj'ate,distr'aggano,distra'evo,distra'evi,distra'eva,distraev'amo,distraev'ate,distra'evano,distra'essi,distra'essi,distra'esse,distra'essimo,distra'este,distra'essero,distr'assi,distra'esti,distr'asse,distra'emmo,distra'este,distr'assero,distrarr'o,distrarr'ai,distrarr'a,distrarr'emo,distrarr'ete,distrarr'anno,distrarr'ei,distrarr'esti,distrarr'ebbe,distrarr'emmo,distrarr'este,distrarr'ebbero
ingoiare,iŋgoj'are,iŋgoj'ando,iŋgoj'ante,iŋgoj'anti,iŋgoj'ato,iŋgoj'ata,iŋgoj'ati,iŋgoj'ate,iŋg'oja,iŋgoj'amo,iŋgoj'ate,iŋg'ojo,iŋg'oi,iŋg'oja,iŋgoj'amo,iŋgoj'ate,iŋg'ojano,iŋg'oi,iŋg'oi,iŋg'oi,iŋgoj'amo,iŋgoj'ate,iŋg'oino,iŋgoj'avo,iŋgoj'avi,iŋgoj'ava,iŋgojav'amo,iŋgojav'ate,iŋgoj'avano,iŋgoj'assi,iŋgoj'assi,iŋgoj'asse,iŋgoj'assimo,iŋgoj'aste,iŋgoj'assero,iŋgoj'ai,iŋgoj'asti,iŋgoj'o,iŋgoj'ammo,iŋgoj'aste,iŋgoj'arono,iŋgojer'o,iŋgojer'ai,iŋgojer'a,iŋgojer'emo,iŋgojer'ete,iŋgojer'anno,iŋgojer'ei,iŋgojer'esti,iŋgojer'ebbe,iŋgojer'emmo,iŋgojer'este,iŋgojer'ebbero
invertire,iɱvert'ire,iɱvert'endo,iɱvert'ente,iɱvert'enti,iɱvert'ito,iɱvert'ita,iɱvert'iti,iɱvert'ite,iɱv'erti,iɱvertj'amo,iɱvert'ite,iɱv'erto,iɱv'erti,iɱv'erte,iɱvertj'amo,iɱvert'ite,iɱv'ertono,iɱv'erta,iɱv'erta,iɱv'erta,iɱvertj'amo,iɱvertj'ate,iɱv'ertano,iɱvert'ivo,iɱvert'ivi,iɱvert'iva,iɱvertiv'amo,iɱvertiv'ate,iɱvert'ivano,iɱvert'issi,iɱvert'issi,iɱvert'isse,iɱvert'issimo,iɱvert'iste,iɱvert'issero,iɱvert'ii,iɱvert'isti,iɱvert'i,iɱvert'immo,iɱvert'iste,iɱvert'irono,iɱvertir'o,iɱvertir'ai,iɱvertir'a,iɱvertir'emo,iɱvertir'ete,iɱvertir'anno,iɱvertir'ei,iɱvertir'esti,iɱvertir'ebbe,iɱvertir'emmo,iɱvertir'este,iɱvertir'ebbero
mascherare,masker'are,masker'ando,masker'ante,masker'anti,masker'ato,masker'ata,masker'ati,masker'ate,m'askera,maskerj'amo,masker'ate,m'askero,m'askeri,m'askera,maskerj'amo,masker'ate,m'askerano,m'askeri,m'askeri,m'askeri,maskerj'amo,maskerj'ate,m'askerino,masker'avo,masker'avi,masker'ava,maskerav'amo,maskerav'ate,masker'avano,masker'assi,masker'assi,masker'asse,masker'assimo,masker'aste,masker'assero,masker'ai,masker'asti,masker'o,masker'ammo,masker'aste,masker'arono,maskerer'o,maskerer'ai,maskerer'a,maskerer'emo,maskerer'ete,maskerer'anno,maskerer'ei,maskerer'esti,maskerer'ebbe,maskerer'emmo,maskerer'este,maskerer'ebbero
pedalare,pedal'are,pedal'ando,pedal'ante,pedal'anti,pedal'ato,pedal'ata,pedal'ati,pedal'ate,ped'ala,pedalj'amo,pedal'ate,ped'alo,ped'ali,ped'ala,pedalj'amo,pedal'ate,ped'alano,ped'ali,ped'ali,ped'ali,pedalj'amo,pedalj'ate,ped'alino,pedal'avo,pedal'avi,pedal'ava,pedalav'amo,pedalav'ate,pedal'avano,pedal'assi,pedal'assi,pedal'asse,pedal'assimo,pedal'aste,pedal'assero,pedal'ai,pedal'asti,pedal'o,pedal'ammo,pedal'aste,pedal'arono,pedaler'o,pedaler'ai,pedaler'a,pedaler'emo,pedaler'ete,pedaler'anno,pedaler'ei,pedaler'esti,pedaler'ebbe,pedaler'emmo,pedaler'este,pedaler'ebbero
raffreddare,raffredd'are,raffredd'ando,raffredd'ante,raffredd'anti,raffredd'ato,raffredd'ata,raffredd'ati,raffredd'ate,raffr'edda,raffreddj'amo,raffredd'ate,raffr'eddo,raffr'eddi,raffr'edda,raffreddj'amo,raffredd'ate,raffr'eddano,raffr'eddi,raffr'eddi,raffr'eddi,raffreddj'amo,raffreddj'ate,raffr'eddino,raffredd'avo,raffredd'avi,raffredd'ava,raffreddav'amo,raffreddav'ate,raffredd'avano,raffredd'assi,raffredd'assi,raffredd'asse,raffredd'assimo,raffredd'aste,raffredd'assero,raffredd'ai,raffredd'asti,raffredd'o,raffredd'ammo,raffredd'aste,raffredd'arono,raffredder'o,raffredder'ai,raffredder'a,raffredder'emo,raffredder'ete,raffredder'anno,raffredder'ei,raffredder'esti,raffredder'ebbe,raffredder'emmo,raffredder'este,raffredder'ebbero
scolpire,skolp'ire,skolp'endo,skolp'ente,skolp'enti,skolp'ito,skolp'ita,skolp'iti,skolp'ite,skolp'iʃʃi,skolpj'amo,skolp'ite,skolp'isko,skolp'iʃʃi,skolp'iʃʃe,skolpj'amo,skolp'ite,skolp'iskono,skolp'iska,skolp'iska,skolp'iska,skolpj'amo,skolpj'ate,skolp'iskano,skolp'ivo,skolp'ivi,skolp'iva,skolpiv'amo,skolpiv'ate,skolp'ivano,skolp'issi,skolp'issi,skolp'isse,skolp'issimo,skolp'iste,skolp'issero,skolp'ii,skolp'isti,skolp'i,skolp'immo,skolp'iste,skolp'irono,skolpir'o,skolpir'ai,skolpir'a,skolpir'emo,skolpir'ete,skolpir'anno,skolpir'ei,skolpir'esti,skolpir'ebbe,skolpir'emmo,skolpir'este,skolpir'ebbero
sporgere,sp'ordʒere,spordʒ'endo,spordʒ'ente,spordʒ'enti,sp'orto,sp'orta,sp'orti,sp'orte,sp'ordʒi,spordʒ'amo,spordʒ'ete,sp'orgo,sp'ordʒi,sp'ordʒe,spordʒ'amo,spordʒ'ete,sp'orgono,sp'orga,sp'orga,sp'orga,spordʒ'amo,spordʒ'ate,sp'organo,spordʒ'evo,spordʒ'evi,spordʒ'eva,spordʒev'amo,spordʒev'ate,spordʒ'evano,spordʒ'essi,spordʒ'essi,spordʒ'esse,spordʒ'essimo,spordʒ'este,spordʒ'essero,sp'orsi,spordʒ'esti,sp'orse,spordʒ'emmo,spordʒ'este,sp'orsero,spordʒer'o,spordʒer'ai,spordʒer'a,spordʒer'emo,spordʒer'ete,spordʒer'anno,spordʒer'ei,spordʒer'esti,spordʒer'ebbe,spordʒer'emmo,spordʒer'este,spordʒer'ebbero
vigilare,vidʒil'are,vidʒil'ando,vidʒil'ante,vidʒil'anti,vidʒil'ato,vidʒil'ata,vidʒil'ati,vidʒil'ate,v'idʒila,vidʒilj'amo,vidʒil'ate,v'idʒilo,v'idʒili,v'idʒila,vidʒilj'amo,vidʒil'ate,v'idʒilano,v'idʒili,v'idʒili,v'idʒili,vidʒilj'amo,vidʒilj'ate,v'idʒilino,vidʒil'avo,vidʒil'avi,vidʒil'ava,vidʒilav'amo,vidʒilav'ate,vidʒil'avano,vidʒil'assi,vidʒil'assi,vidʒil'asse,vidʒil'assimo,vidʒil'aste,vidʒil'assero,vidʒil'ai,vidʒil'asti,vidʒil'o,vidʒil'ammo,vidʒil'aste,vidʒil'arono,vidʒiler'o,vidʒiler'ai,vidʒiler'a,vidʒiler'emo,vidʒiler'ete,vidʒiler'anno,vidʒiler'ei,vidʒiler'esti,vidʒiler'ebbe,vidʒiler'emmo,vidʒiler'este,vidʒiler'ebbero
adagiare,adadʒ'are,adadʒ'ando,adadʒ'ante,adadʒ'anti,adadʒ'ato,adadʒ'ata,adadʒ'ati,adadʒ'ate,ad'adʒa,adadʒ'amo,adadʒ'ate,ad'adʒo,ad'adʒi,ad'adʒa,adadʒ'amo,adadʒ'ate,ad'adʒano,ad'adʒi,ad'adʒi,ad'adʒi,adadʒ'amo,adadʒ'ate,ad'adʒino,adadʒ'avo,adadʒ'avi,adadʒ'ava,adadʒav'amo,adadʒav'ate,adadʒ'avano,adadʒ'assi,adadʒ'assi,adadʒ'asse,adadʒ'assimo,adadʒ'aste,adadʒ'assero,adadʒ'ai,adadʒ'asti,adadʒ'o,adadʒ'ammo,adadʒ'aste,adadʒ'arono,adadʒer'o,adadʒer'ai,adadʒer'a,adadʒer'emo,adadʒer'ete,adadʒer'anno,adadʒer'ei,adadʒer'esti,adadʒer'ebbe,adadʒer'emmo,adadʒer'este,adadʒer'ebbero
affiorare,affjor'are,affjor'ando,affjor'ante,affjor'anti,affjor'ato,affjor'ata,affjor'ati,affjor'ate,affj'ora,affjorj'amo,affjor'ate,affj'oro,affj'ori,affj'ora,affjorj'amo,affjor'ate,affj'orano,affj'ori,affj'ori,affj'ori,affjorj'amo,affjorj'ate,affj'orino,affjor'avo,affjor'avi,affjor'ava,affjorav'amo,affjorav'ate,affjor'avano,affjor'assi,affjor'assi,affjor'asse,affjor'assimo,affjor'aste,affjor'assero,affjor'ai,affjor'asti,affjor'o,affjor'ammo,affjor'aste,affjor'arono,affjorer'o,affjorer'ai,affjorer'a,affjorer'emo,affjorer'ete,affjorer'anno,affjorer'ei,affjorer'esti,affjorer'ebbe,affjorer'emmo,affjorer'este,affjorer'ebbero
ammorbidire,ammorbid'ire,ammorbid'endo,ammorbid'ente,ammorbid'enti,ammorbid'ito,ammorbid'ita,ammorbid'iti,ammorbid'ite,ammorbid'iʃʃi,ammorbidj'amo,ammorbid'ite,ammorbid'isko,ammorbid'iʃʃi,ammorbid'iʃʃe,ammorbidj'amo,ammorbid'ite,ammorbid'iskono,ammorbid'iska,ammorbid'iska,ammorbid'iska,ammorbidj'amo,ammorbidj'ate,ammorbid'iskano,ammorbid'ivo,ammorbid'ivi,ammorbid'iva,ammorbidiv'amo,ammorbidiv'ate,ammorbid'ivano,ammorbid'issi,ammorbid'issi,ammorbid'isse,ammorbid'issimo,ammorbid'iste,ammorbid'issero,ammorbid'ii,ammorbid'isti,ammorbid'i,ammorbid'immo,ammorbid'iste,ammorbid'irono,ammorbidir'o,ammorbidir'ai,ammorbidir'a,ammorbidir'emo,ammorbidir'ete,ammorbidir'anno,ammorbidir'ei,ammorbidir'esti,ammorbidir'ebbe,ammorbidir'emmo,ammorbidir'este,ammorbidir'ebbero
arredare,arred'are,arred'ando,arred'ante,arred'anti,arred'ato,arred'ata,arred'ati,arred'ate,arr'eda,arredj'amo,arred'ate,arr'edo,arr'edi,arr'eda,arredj'amo,arred'ate,arr'edano,arr'edi,arr'edi,arr'edi,arredj'amo,arredj'ate,arr'edino,arred'avo,arred'avi,arred'ava,arredav'amo,arredav'ate,arred'avano,arred'assi,arred'assi,arred'asse,arred'assimo,arred'aste,arred'assero,arred'ai,arred'asti,arred'o,arred'ammo,arred'aste,arred'arono,arreder'o,arreder'ai,arreder'a,arreder'emo,arreder'ete,arreder'anno,arreder'ei,arreder'esti,arreder'ebbe,arreder'emmo,arreder'este,arreder'ebbero
competere,komp'etere,kompet'endo,kompet'ente,kompet'enti,kompet'uto,kompet'uta,kompet'uti,kompet'ute,komp'eti,kompetj'amo,kompet'ete,komp'eto,komp'eti,komp'ete,kompetj'amo,kompet'ete,komp'etono,komp'eta,komp'eta,komp'eta,kompetj'amo,kompetj'ate,komp'etano,kompet'evo,kompet'evi,kompet'eva,kompetev'amo,kompetev'ate,kompet'evano,kompet'essi,kompet'essi,kompet'esse,kompet'essimo,kompet'este,kompet'essero,kompet'ei,kompet'esti,kompet'e,kompet'emmo,kompet'este,kompet'erono,kompeter'o,kompeter'ai,kompeter'a,kompeter'emo,kompeter'ete,kompeter'anno,kompeter'ei,kompeter'esti,kompeter'ebbe,kompeter'emmo,kompeter'este,kompeter'ebbero
connettere,konn'ettere,konnett'endo,konnett'ente,konnett'enti,konn'esso,konn'essa,konn'essi,konn'esse,konn'etti,konnettj'amo,konnett'ete,konn'etto,konn'etti,konn'ette,konnettj'amo,konnett'ete,konn'ettono,konn'etta,konn'etta,konn'etta,konnettj'amo,konnettj'ate,konn'ettano,konnett'evo,konnett'evi,konnett'eva,konnettev'amo,konnettev'ate,konnett'evano,konnett'essi,konnett'essi,konnett'esse,konnett'essimo,konnett'este,konnett'essero,konn'essi,konnett'esti,konn'esse,konnett'emmo,konnett'este,konn'essero,konnetter'o,konnetter'ai,konnetter'a,konnetter'emo,konnetter'ete,konnetter'anno,konnetter'ei,konnetter'esti,konnetter'ebbe,konnetter'emmo,konnetter'este,konnetter'ebbero
decollare,dekoll'are,dekoll'ando,dekoll'ante,dekoll'anti,dekoll'ato,dekoll'ata,dekoll'ati,dekoll'ate,dek'olla,dekollj'amo,dekoll'ate,dek'ollo,dek'olli,dek'olla,dekollj'amo,dekoll'ate,dek'ollano,dek'olli,dek'olli,dek'olli,dekollj'amo,dekollj'ate,dek'ollino,dekoll'avo,dekoll'avi,dekoll'ava,dekollav'amo,dekollav'ate,dekoll'avano,dekoll'assi,dekoll'assi,dekoll'asse,dekoll'assimo,dekoll'aste,dekoll'assero,dekoll'ai,dekoll'asti,dekoll'o,dekoll'ammo,dekoll'aste,dekoll'arono,dekoller'o,dekoller'ai,dekoller'a,dekoller'emo,dekoller'ete,dekoller'anno,dekoller'ei,dekoller'esti,dekoller'ebbe,dekoller'emmo,dekoller'este,dekoller'ebbero
frugare,frug'are,frug'ando,frug'ante,frug'anti,frug'ato,frug'ata,frug'ati,frug'ate,fr'uga,frugj'amo,frug'ate,fr'ugo,fr'ugi,fr'uga,frugj'amo,frug'ate,fr'ugano,fr'ugi,fr'ugi,fr'ugi,frugj'amo,frugj'ate,fr'ugino,frug'avo,frug'avi,frug'ava,frugav'amo,frugav'ate,frug'avano,frug'assi,frug'assi,frug'asse,frug'assimo,frug'aste,frug'assero,frug'ai,frug'asti,frug'o,frug'ammo,frug'aste,frug'arono,fruger'o,fruger'ai,fruger'a,fruger'emo,fruger'ete,fruger'anno,fruger'ei,fruger'esti,fruger'ebbe,fruger'emmo,fruger'este,fruger'ebbero
inchiodare,iŋkjod'are,iŋkjod'ando,iŋkjod'ante,iŋkjod'anti,iŋkjod'ato,iŋkjod'ata,iŋkjod'ati,iŋkjod'ate,iŋkj'oda,iŋkjodj'amo,iŋkjod'ate,iŋkj'odo,iŋkj'odi,iŋkj'oda,iŋkjodj'amo,iŋkjod'ate,iŋkj'odano,iŋkj'odi,iŋkj'odi,iŋkj'odi,iŋkjodj'amo,iŋkjodj'ate,iŋkj'odino,iŋkjod'avo,iŋkjod'avi,iŋkjod'ava,iŋkjodav'amo,iŋkjodav'ate,iŋkjod'avano,iŋkjod'assi,iŋkjod'assi,iŋkjod'asse,iŋkjod'assimo,iŋkjod'aste,iŋkjod'assero,iŋkjod'ai,iŋkjod'asti,iŋkjod'o,iŋkjod'ammo,iŋkjod'aste,iŋkjod'arono,iŋkjoder'o,iŋkjoder'ai,iŋkjoder'a,iŋkjoder'emo,iŋkjoder'ete,iŋkjoder'anno,iŋkjoder'ei,iŋkjoder'esti,iŋkjoder'ebbe,iŋkjoder'emmo,iŋkjoder'este,iŋkjoder'ebbero
incorporare,iŋkorpor'are,iŋkorpor'ando,iŋkorpor'ante,iŋkorpor'anti,iŋkorpor'ato,iŋkorpor'ata,iŋkorpor'ati,iŋkorpor'ate,iŋk'orpora,iŋkorporj'amo,iŋkorpor'ate,iŋk'orporo,iŋk'orpori,iŋk'orpora,iŋkorporj'amo,iŋkorpor'ate,iŋk'orporano,iŋk'orpori,iŋk'orpori,iŋk'orpori,iŋkorporj'amo,iŋkorporj'ate,iŋk'orporino,iŋkorpor'avo,iŋkorpor'avi,iŋkorpor'ava,iŋkorporav'amo,iŋkorporav'ate,iŋkorpor'avano,iŋkorpor'assi,iŋkorpor'assi,iŋkorpor'asse,iŋkorpor'assimo,iŋkorpor'aste,iŋkorpor'assero,iŋkorpor'ai,iŋkorpor'asti,iŋkorpor'o,iŋkorpor'ammo,iŋkorpor'aste,iŋkorpor'arono,iŋkorporer'o,iŋkorporer'ai,iŋkorporer'a,iŋkorporer'emo,iŋkorporer'ete,iŋkorporer'anno,iŋkorporer'ei,iŋkorporer'esti,iŋkorporer'ebbe,iŋkorporer'emmo,iŋkorporer'este,iŋkorporer'ebbero
inquadrare,iŋkwadr'are,iŋkwadr'ando,iŋkwadr'ante,iŋkwadr'anti,iŋkwadr'ato,iŋkwadr'ata,iŋkwadr'ati,iŋkwadr'ate,iŋkw'adra,iŋkwadrj'amo,iŋkwadr'ate,iŋkw'adro,iŋkw'adri,iŋkw'adra,iŋkwadrj'amo,iŋkwadr'ate,iŋkw'adrano,iŋkw'adri,iŋkw'adri,iŋkw'adri,iŋkwadrj'amo,iŋkwadrj'ate,iŋkw'adrino,iŋkwadr'avo,iŋkwadr'avi,iŋkwadr'ava,iŋkwadrav'amo,iŋkwadrav'ate,iŋkwadr'avano,iŋkwadr'assi,iŋkwadr'assi,iŋkwadr'asse,iŋkwadr'assimo,iŋkwadr'aste,iŋkwadr'assero,iŋkwadr'ai,iŋkwadr'asti,iŋkwadr'o,iŋkwadr'ammo,iŋkwadr'aste,iŋkwadr'arono,iŋkwadrer'o,iŋkwadrer'ai,iŋkwadrer'a,iŋkwadrer'emo,iŋkwadrer'ete,iŋkwadrer'anno,iŋkwadrer'ei,iŋkwadrer'esti,iŋkwadrer'ebbe,iŋkwadrer'emmo,iŋkwadrer'este,iŋkwadrer'ebbero
instaurare,instawr'are,instawr'ando,instawr'ante,instawr'anti,instawr'ato,instawr'ata,instawr'ati,instawr'ate,inst'awra,instawrj'amo,instawr'ate,inst'awro,inst'awri,inst'awra,instawrj'amo,instawr'ate,inst'awrano,inst'awri,inst'awri,inst'awri,instawrj'amo,instawrj'ate,inst'awrino,instawr'avo,instawr'avi,instawr'ava,instawrav'amo,instawrav'ate,instawr'avano,instawr'assi,instawr'assi,instawr'asse,instawr'assimo,instawr'aste,instawr'assero,instawr'ai,instawr'asti,instawr'o,instawr'ammo,instawr'aste,instawr'arono,instawrer'o,instawrer'ai,instawrer'a,instawrer'emo,instawrer'ete,instawrer'anno,instawrer'ei,instawrer'esti,instawrer'ebbe,instawrer'emmo,instawrer'este,instawrer'ebbero
optare,opt'are,opt'ando,opt'ante,opt'anti,opt'ato,opt'ata,opt'ati,opt'ate,'opta,optj'amo,opt'ate,'opto,'opti,'opta,optj'amo,opt'ate,'optano,'opti,'opti,'opti,optj'amo,optj'ate,'optino,opt'avo,opt'avi,opt'ava,optav'amo,optav'ate,opt'avano,opt'assi,opt'assi,opt'asse,opt'assimo,opt'aste,opt'assero,opt'ai,opt'asti,opt'o,opt'ammo,opt'aste,opt'arono,opter'o,opter'ai,opter'a,opter'emo,opter'ete,opter'anno,opter'ei,opter'esti,opter'ebbe,opter'emmo,opter'este,opter'ebbero
pilotare,pilot'are,pilot'ando,pilot'ante,pilot'anti,pilot'ato,pilot'ata,pilot'ati,pilot'ate,pil'ota,pilotj'amo,pilot'ate,pil'oto,pil'oti,pil'ota,pilotj'amo,pilot'ate,pil'otano,pil'oti,pil'oti,pil'oti,pilotj'amo,pilotj'ate,pil'otino,pilot'avo,pilot'avi,pilot'ava,pilotav'amo,pilotav'ate,pilot'avano,pilot'assi,pilot'assi,pilot'asse,pilot'assimo,pilot'aste,pilot'assero,pilot'ai,pilot'asti,pilot'o,pilot'ammo,pilot'aste,pilot'arono,piloter'o,piloter'ai,piloter'a,piloter'emo,piloter'ete,piloter'anno,piloter'ei,piloter'esti,piloter'ebbe,piloter'emmo,piloter'este,piloter'ebbero
privatizzare,privatiddz'are,privatiddz'ando,privatiddz'ante,privatiddz'anti,privatiddz'ato,privatiddz'ata,privatiddz'ati,privatiddz'ate,privat'iddza,privatiddzj'amo,privatiddz'ate,privat'iddzo,privat'iddzi,privat'iddza,privatiddzj'amo,privatiddz'ate,privat'iddzano,privat'iddzi,privat'iddzi,privat'iddzi,privatiddzj'amo,privatiddzj'ate,privat'iddzino,privatiddz'avo,privatiddz'avi,privatiddz'ava,privatiddzav'amo,privatiddzav'ate,privatiddz'avano,privatiddz'assi,privatiddz'assi,privatiddz'asse,privatiddz'assimo,privatiddz'aste,privatiddz'assero,privatiddz'ai,privatiddz'asti,privatiddz'o,privatiddz'ammo,privatiddz'aste,privatiddz'arono,privatiddzer'o,privatiddzer'ai,privatiddzer'a,privatiddzer'emo,privatiddzer'ete,privatiddzer'anno,privatiddzer'ei,privatiddzer'esti,privatiddzer'ebbe,privatiddzer'emmo,privatiddzer'este,privatiddzer'ebbero
rammentare,ramment'are,ramment'ando,ramment'ante,ramment'anti,ramment'ato,ramment'ata,ramment'ati,ramment'ate,ramm'enta,rammentj'amo,ramment'ate,ramm'ento,ramm'enti,ramm'enta,rammentj'amo,ramment'ate,ramm'entano,ramm'enti,ramm'enti,ramm'enti,rammentj'amo,rammentj'ate,ramm'entino,ramment'avo,ramment'avi,ramment'ava,rammentav'amo,rammentav'ate,ramment'avano,ramment'assi,ramment'assi,ramment'asse,ramment'assimo,ramment'aste,ramment'assero,ramment'ai,ramment'asti,ramment'o,ramment'ammo,ramment'aste,ramment'arono,rammenter'o,rammenter'ai,rammenter'a,rammenter'emo,rammenter'ete,rammenter'anno,rammenter'ei,rammenter'esti,rammenter'ebbe,rammenter'emmo,rammenter'este,rammenter'ebbero
ribattezzare,ribatteddz'are,ribatteddz'ando,ribatteddz'ante,ribatteddz'anti,ribatteddz'ato,ribatteddz'ata,ribatteddz'ati,ribatteddz'ate,ribatt'eddza,ribatteddzj'amo,ribatteddz'ate,ribatt'eddzo,ribatt'eddzi,ribatt'eddza,ribatteddzj'amo,ribatteddz'ate,ribatt'eddzano,ribatt'eddzi,ribatt'eddzi,ribatt'eddzi,ribatteddzj'amo,ribatteddzj'ate,ribatt'eddzino,ribatteddz'avo,ribatteddz'avi,ribatteddz'ava,ribatteddzav'amo,ribatteddzav'ate,ribatteddz'avano,ribatteddz'assi,ribatteddz'assi,ribatteddz'asse,ribatteddz'assimo,ribatteddz'aste,ribatteddz'assero,ribatteddz'ai,ribatteddz'asti,ribatteddz'o,ribatteddz'ammo,ribatteddz'aste,ribatteddz'arono,ribatteddzer'o,ribatteddzer'ai,ribatteddzer'a,ribatteddzer'emo,ribatteddzer'ete,ribatteddzer'anno,ribatteddzer'ei,ribatteddzer'esti,ribatteddzer'ebbe,ribatteddzer'emmo,ribatteddzer'este,ribatteddzer'ebbero
riformare,riform'are,riform'ando,riform'ante,riform'anti,riform'ato,riform'ata,riform'ati,riform'ate,rif'orma,riformj'amo,riform'ate,rif'ormo,rif'ormi,rif'orma,riformj'amo,riform'ate,rif'ormano,rif'ormi,rif'ormi,rif'ormi,riformj'amo,riformj'ate,rif'ormino,riform'avo,riform'avi,riform'ava,riformav'amo,riformav'ate,riform'avano,riform'assi,riform'assi,riform'asse,riform'assimo,riform'aste,riform'assero,riform'ai,riform'asti,riform'o,riform'ammo,riform'aste,riform'arono,riformer'o,riformer'ai,riformer'a,riformer'emo,riformer'ete,riformer'anno,riformer'ei,riformer'esti,riformer'ebbe,riformer'emmo,riformer'este,riformer'ebbero
